Freq_COPD	Freq_Control	p-value	FDR
MI0005765_MIMAT0004984	0.000193817230351778	0.00795755968169761	0.000412049259724681	0.00867216455648359
MI0005763_MIMAT0004984	0.000193817230351778	0.00795755968169761	0.000412049259724681	0.00867216455648359
MI0005766_MIMAT0004984	0.000193817230351778	0.00795755968169761	0.000412049259724681	0.00867216455648359
MI0005543_MIMAT0004927	0.000193817230351778	0	1	1
MI0003140_MIMAT0002823	0.000193817230351778	0	1	1
MI0003141_MIMAT0002823	0.000193817230351778	0	1	1
MI0000102_MIMAT0004512	0.000193817230351778	0	1	1
MI0003643_MIMAT0004810	0.000193817230351778	0	1	1
MI0003589_MIMAT0003247	0.000193817230351778	0	1	1
MI0000467_MIMAT0000441	0.000193817230351778	0	1	1
MI0000466_MIMAT0000441	0.000193817230351778	0	1	1
MI0000468_MIMAT0000441	0.000193817230351778	0	1	1
MI0003674_MIMAT0003328	0.000193817230351778	0	1	1
MI0003686_MIMAT0003340	0.000193817230351778	0	1	1
MI0003772_MIMAT0010214	0.000193817230351778	0	1	1
MI0000287_MIMAT0000268	0.000193817230351778	0	1	1
MI0006383_MIMAT0005900	0.000193817230351778	0	1	1
MI0014212_MIMAT0015055	0.000193817230351778	0	1	1
MI0000747_MIMAT0004679	0.000193817230351778	0	1	1
MI0014186_MIMAT0015032	0.000193817230351778	0	1	1
MI0014187_MIMAT0015032	0.000193817230351778	0	1	1
MI0000476_MIMAT0004607	0.000193817230351778	0	1	1
MI0000760_MIMAT0000703	0.000193817230351778	0	1	1
MI0000094_MIMAT0000092	0.000193817230351778	0	1	1
MI0000093_MIMAT0000092	0.000193817230351778	0	1	1
MI0002468_MIMAT0002174	0.000193817230351778	0	1	1
MI0000273_MIMAT0000261	0.000193817230351778	0.0026525198938992	0.102066439759553	0.707922357819464
MI0000735_MIMAT0004673	0.000193817230351778	0	1	1
MI0003125_MIMAT0002806	0.000193817230351778	0	1	1
MI0016756_MIMAT0018932	0.000193817230351778	0.00795755968169761	0.000412049259724681	0.00867216455648359
MI0017865_MIMAT0021017	0.000193817230351778	0	1	1
MI0011284_MIMAT0017352	0.000193817230351778	0	1	1
MI0003516_MIMAT0004785	0.000193817230351778	0	1	1
MI0017336_MIMAT0019802	0.000193817230351778	0	1	1
MI0000480_MIMAT0000452	0.000193817230351778	0	1	1
MI0000455_MIMAT0000430	0.000193817230351778	0.00795755968169761	0.000412049259724681	0.00867216455648359
MI0000273_MIMAT0004560	0.000193817230351778	0	1	1
MI0000261_MIMAT0000250	0.000193817230351778	0	1	1
MI0017311_MIMAT0019763	0.000193817230351778	0	1	1
MI0017310_MIMAT0019763	0.000193817230351778	0	1	1
MI0016851_MIMAT0019024	0.000193817230351778	0	1	1
MI0001735_MIMAT0001638	0.000193817230351778	0	1	1
MI0003641_MIMAT0003296	0.000193817230351778	0	1	1
MI0006344_MIMAT0005874	0.000193817230351778	0	1	1
MI0003575_MIMAT0003233	0.000193817230351778	0	1	1
MI0005566_MIMAT0004955	0.000193817230351778	0	1	1
MI0000087_MIMAT0004503	9.69086151758891e-05	0	1	1
MI0000463_MIMAT0000439	9.69086151758891e-05	0	1	1
MI0000464_MIMAT0000439	9.69086151758891e-05	0	1	1
MI0016418_MIMAT0018187	9.69086151758891e-05	0	1	1
MI0003677_MIMAT0003331	9.69086151758891e-05	0	1	1
MI0003666_MIMAT0003321	9.69086151758891e-05	0	1	1
MI0000746_MIMAT0000689	9.69086151758891e-05	0	1	1
MI0003567_MIMAT0022706	9.69086151758891e-05	0	1	1
MI0003667_MIMAT0022709	9.69086151758891e-05	0	1	1
MI0000296_MIMAT0000276	9.69086151758891e-05	0	1	1
MI0015995_MIMAT0017982	9.69086151758891e-05	0	1	1
MI0000433_MIMAT0004584	9.69086151758891e-05	0	1	1
MI0000074_MIMAT0000074	9.69086151758891e-05	0	1	1
MI0000075_MIMAT0000074	9.69086151758891e-05	0	1	1
MI0000301_MIMAT0009198	9.69086151758891e-05	0	1	1
MI0003188_MIMAT0002874	9.69086151758891e-05	0	1	1
MI0000286_MIMAT0000267	9.69086151758891e-05	0	1	1
MI0006349_MIMAT0005878	9.69086151758891e-05	0	1	1
MI0003646_MIMAT0004811	9.69086151758891e-05	0	1	1
MI0003205_MIMAT0004780	9.69086151758891e-05	0	1	1
MI0016438_MIMAT0018205	9.69086151758891e-05	0	1	1
MI0005767_MIMAT0004985	9.69086151758891e-05	0	1	1
MI0015873_MIMAT0017950	9.69086151758891e-05	0	1	1
MI0003683_MIMAT0022710	9.69086151758891e-05	0	1	1
MI0000769_MIMAT0022834	9.69086151758891e-05	0	1	1
MI0000767_MIMAT0000710	9.69086151758891e-05	0	1	1
MI0016752_MIMAT0018928	9.69086151758891e-05	0	1	1
MI0000810_MIMAT0004698	9.69086151758891e-05	0	1	1
MI0000744_MIMAT0000687	9.69086151758891e-05	0	1	1
MI0016053_MIMAT0018073	9.69086151758891e-05	0	1	1
MI0000813_MIMAT0000762	9.69086151758891e-05	0.0026525198938992	0.0692544835503207	0.530744073221475
MI0003834_MIMAT0003886	9.69086151758891e-05	0	1	1
MI0000101_MIMAT0000097	9.69086151758891e-05	0.0026525198938992	0.0692544835503207	0.530744073221475
MI0000082_MIMAT0004498	9.69086151758891e-05	0	1	1
MI0016001_MIMAT0017988	9.69086151758891e-05	0	1	1
MI0000299_MIMAT0000279	9.69086151758891e-05	0	1	1
MI0000301_MIMAT0000281	9.69086151758891e-05	0	1	1
MI0000081_MIMAT0000080	9.69086151758891e-05	0	1	1
MI0000080_MIMAT0000080	9.69086151758891e-05	0	1	1
MI0005561_MIMAT0004949	9.69086151758891e-05	0	1	1
MI0000804_MIMAT0000752	9.69086151758891e-05	0	1	1
MI0000469_MIMAT0004602	9.69086151758891e-05	0	1	1
MI0008192_MIMAT0006764	9.69086151758891e-05	0	1	1
MI0000487_MIMAT0000459	9.69086151758891e-05	0	1	1
MI0000298_MIMAT0004568	9.69086151758891e-05	0	1	1
MI0003600_MIMAT0003257	9.69086151758891e-05	0	1	1
MI0003762_MIMAT0003257	9.69086151758891e-05	0	1	1
MI0003601_MIMAT0003257	9.69086151758891e-05	0	1	1
MI0005416_MIMAT0006790	9.69086151758891e-05	0	1	1
MI0003584_MIMAT0003242	9.69086151758891e-05	0	1	1
MI0017342_MIMAT0019811	9.69086151758891e-05	0	1	1
MI0002469_MIMAT0002175	9.69086151758891e-05	0	1	1
MI0000268_MIMAT0004557	9.69086151758891e-05	0	1	1
MI0006403_MIMAT0005920	9.69086151758891e-05	0	1	1
MI0000079_MIMAT0000078	9.69086151758891e-05	0	1	1
MI0000812_MIMAT0004700	9.69086151758891e-05	0	1	1
MI0000080_MIMAT0000079	9.69086151758891e-05	0	1	1
MI0016077_MIMAT0018100	9.69086151758891e-05	0	1	1
MI0007258_MIMAT0007399	9.69086151758891e-05	0	1	1
MI0000461_MIMAT0004601	9.69086151758891e-05	0	1	1
MI0001733_MIMAT0001635	9.69086151758891e-05	0.0026525198938992	0.0692544835503207	0.530744073221475
MI0006356_MIMAT0005884	9.69086151758891e-05	0	1	1
MI0005562_MIMAT0004951	9.69086151758891e-05	0.0026525198938992	0.0692544835503207	0.530744073221475
MI0017430_MIMAT0019949	9.69086151758891e-05	0	1	1
MI0000732_MIMAT0000460	9.69086151758891e-05	0	1	1
MI0000748_MIMAT0004680	9.69086151758891e-05	0	1	1
MI0006443_MIMAT0022726	9.69086151758891e-05	0	1	1
MI0014210_MIMAT0015053	9.69086151758891e-05	0	1	1
MI0016005_MIMAT0017994	9.69086151758891e-05	0	1	1
MI0000449_MIMAT0004594	9.69086151758891e-05	0	1	1
MI0003186_MIMAT0004775	9.69086151758891e-05	0	1	1
MI0006346_MIMAT0005876	9.69086151758891e-05	0	1	1
MI0003656_MIMAT0003311	9.69086151758891e-05	0	1	1
MI0000440_MIMAT0004588	9.69086151758891e-05	0	1	1
MI0016436_MIMAT0018204	9.69086151758891e-05	0	1	1
MI0000098_MIMAT0000095	9.69086151758891e-05	0	1	1
MI0003760_MIMAT0004819	9.69086151758891e-05	0	1	1
MI0000812_MIMAT0000760	9.69086151758891e-05	0	1	1
MI0001150_MIMAT0001080	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0017450_MIMAT0019982	0	0.0636604774535809	6.5664185483031e-36	3.55243243463198e-33
MI0000476_MIMAT0000430	0	0.00795755968169761	4.34528333475726e-05	0.00156719885606912
MI0014197_MIMAT0015041	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0000108_MIMAT0009196	0	0.00530503978779841	0.00123915893285051	0.0231167235404181
MI0017290_MIMAT0019731	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0002467_MIMAT0002173	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0003556_MIMAT0003214	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0005565_MIMAT0004954	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0003601_MIMAT0004800	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0003600_MIMAT0004800	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0003598_MIMAT0003251	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0003612_MIMAT0003251	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0003593_MIMAT0003251	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0000101_MIMAT0004511	0	0.0026525198938992	0.0352468212415856	0.302675083995204
MI0003629_MIMAT0003284	0	0.0026525198938992	0.0352468212415856	0.302675083995204
